gene\tlog2FC\tp\tpadj\tn
ENSG00000277149\t1.18997325287238\t3.46986486620489e-05\t0.847874475376776\t24
ENSG00000137869\t-1.71882199428129\t5.45446621972954e-05\t0.847874475376776\t24
ENSG00000096746\t0.483624765739259\t0.000118049433167778\t0.847874475376776\t24
ENSG00000156049\t-1.85353681261774\t0.000129522932992754\t0.847874475376776\t24
ENSG00000271147\t-0.568647966231116\t0.000136117270087779\t0.847874475376776\t24
ENSG00000197442\t-0.565260183245231\t0.000190435534290836\t0.988519119248016\t24
ENSG00000148337\t0.347058758173309\t0.000333039593841626\t0.999924082848673\t24
ENSG00000124785\t-0.899093140428397\t0.000345464591083424\t0.999924082848673\t24
ENSG00000151025\t2.89577119318666\t0.000352870184976676\t0.999924082848673\t24
ENSG00000237945\t1.32951156292255\t0.000358633868674564\t0.999924082848673\t24
ENSG00000205746\t0.983767962291907\t0.000415755323482616\t0.999924082848673\t24
ENSG00000198858\t0.266481235653156\t0.000483894135833658\t0.999924082848673\t24
ENSG00000205363\t1.37077162793561\t0.000514121526053625\t0.999924082848673\t24
ENSG00000286443\t2.69448064438552\t0.000525629545437894\t0.999924082848673\t24
ENSG00000253471\t-3.56943980849782\t0.000544085211365933\t0.999924082848673\t24
ENSG00000227456\t2.02122271067565\t0.000550592036158752\t0.999924082848673\t24
ENSG00000139684\t-0.160209872748149\t0.000573399816513231\t0.999924082848673\t24
ENSG00000129009\t1.4959446558534\t0.000587248330724062\t0.999924082848673\t24
ENSG00000231752\t-2.34228106619387\t0.000683810858940129\t0.999924082848673\t24
ENSG00000188707\t-2.31633965792139\t0.00069611397437532\t0.999924082848673\t24
ENSG00000136878\t0.273798990836689\t0.000718671444696598\t0.999924082848673\t24
ENSG00000003987\t-0.75229621251684\t0.000752193484933961\t0.999924082848673\t24
ENSG00000272518\t-0.864609333288339\t0.000785480980496474\t0.999924082848673\t24
ENSG00000125735\t4.12282141482836\t0.000787140092476145\t0.999924082848673\t24
ENSG00000158545\t0.304103410944985\t0.000834186251011447\t0.999924082848673\t24
ENSG00000167971\t1.925077535354\t0.000974019205734692\t0.999924082848673\t24
ENSG00000085644\t0.443720551866909\t0.000992879713802386\t0.999924082848673\t24
ENSG00000112096\t-1.30540327835322\t0.00100194174187572\t0.999924082848673\t24
ENSG00000139832\t-1.15490874009781\t0.00111773540845686\t0.999924082848673\t24
ENSG00000136531\t-2.94218757694227\t0.00136097363982174\t0.999924082848673\t24
ENSG00000287933\t2.09104331185018\t0.00139812648161223\t0.999924082848673\t24
ENSG00000088280\t0.564858425967676\t0.00146770069863819\t0.999924082848673\t24
ENSG00000137054\t-0.415684179580724\t0.00148842506484579\t0.999924082848673\t24
ENSG00000099308\t0.821926191192071\t0.00150455367698472\t0.999924082848673\t24
ENSG00000163347\t-2.13249984452795\t0.00159348853503037\t0.999924082848673\t24
ENSG00000219438\t1.93867891730177\t0.00162769228702131\t0.999924082848673\t24
ENSG00000133731\t-0.376033141558758\t0.00163709284005718\t0.999924082848673\t24
ENSG00000090339\t-1.96792816363066\t0.00166330113617884\t0.999924082848673\t24
ENSG00000164638\t1.23594268430877\t0.0016803776931286\t0.999924082848673\t24
ENSG00000164880\t0.397886129214445\t0.00171347524365273\t0.999924082848673\t24
ENSG00000219902\t2.99489504427602\t0.00185445313425964\t0.999924082848673\t24
ENSG00000122390\t0.519009671593272\t0.0019706175835507\t0.999924082848673\t24
ENSG00000272366\t2.92728293500094\t0.00197095529381115\t0.999924082848673\t24
ENSG00000177169\t0.4551918817526\t0.00197990432392545\t0.999924082848673\t24
ENSG00000105323\t0.171759912190646\t0.00204776322499873\t0.999924082848673\t24
ENSG00000256835\t2.99513054133864\t0.00238042704629804\t0.999924082848673\t24
ENSG00000110108\t0.494691545566644\t0.00238358841756738\t0.999924082848673\t24
ENSG00000214190\t2.70630246676017\t0.00241540367812071\t0.999924082848673\t24
ENSG00000273090\t-2.31441028062252\t0.00245686932787353\t0.999924082848673\t24
ENSG00000145736\t-0.589825923495794\t0.00255859671933405\t0.999924082848673\t24
ENSG00000173262\t-3.30571775868958\t0.00263051871224185\t0.999924082848673\t24
ENSG00000119547\t-2.84802737565964\t0.0026498507512592\t0.999924082848673\t24
ENSG00000144579\t0.302953827084753\t0.00279499991589202\t0.999924082848673\t24
ENSG00000244041\t0.822391028747464\t0.00340975783347842\t0.999924082848673\t24
ENSG00000144224\t-0.240672369835507\t0.00344303305403692\t0.999924082848673\t24
ENSG00000240571\t-3.13575790813163\t0.00346844358021423\t0.999924082848673\t24
