gene\tlog2FC\tp\tpadj\tn
HEATR4\t2.2456817229337\t4.59344697369925e-13\t1.88565685461144e-10\t12
PDCD5\t1.14945103824595\t6.16940285723051e-13\t2.48195076946384e-10\t12
THRB-AS1\t1.00583975986783\t8.77373941735713e-13\t3.46046604666939e-10\t12
AC021078.1\t0.991013286221214\t9.40879587782265e-13\t3.63957555927697e-10\t12
FMR1NB\t21.2172001746445\t1.63567149735101e-12\t6.20783625834254e-10\t12
LINC01030\t1.03987414206426\t1.99190280167904e-12\t7.41983793625443e-10\t12
EFNA3\t-1.72966309492739\t2.05423517941627e-12\t7.51289829708333e-10\t12
AB015752.1\t0.925872566154017\t2.33232087305099e-12\t8.37761327882511e-10\t12
ITGB1BP1\t0.58316896458247\t2.5887596734925e-12\t9.08028972087513e-10\t12
UHRF1\t0.80376793002523\t2.61822920114719e-12\t9.08028972087513e-10\t12
LINC02208\t0.923914655147965\t2.87903011216005e-12\t9.7271288312614e-10\t12
TBX5\t-1.45149584026564\t2.90145528150974e-12\t9.7271288312614e-10\t12
TSC22D2\t0.779649109852561\t3.78580992723149e-12\t1.24838633911904e-09\t12
SNX3\t0.920897774574761\t4.4103400590668e-12\t1.41875609224424e-09\t12
TRMT44\t-0.784776945422919\t4.443531385105e-12\t1.41875609224424e-09\t12
SMARCA2\t0.810963426338578\t4.78506040069558e-12\t1.50392953062487e-09\t12
CLEC3A\t2.13366691974174\t5.58398848738571e-12\t1.7280296680579e-09\t12
XCR1\t-2.0082102944861\t7.19155198633993e-12\t2.19178891220042e-09\t12
AL049776.1\t1.34777286212309\t7.57270079578801e-12\t2.27350561951158e-09\t12
TUBB8P9\t-1.97943345390821\t8.72970288170449e-12\t2.58232313919832e-09\t12
PTPRK\t1.00054552971897\t9.99071436392598e-12\t2.91251042652712e-09\t12
AC064799.2\t-1.22588982061967\t1.17798874493539e-11\t3.36899949777997e-09\t12
EBP\t0.950856520775221\t1.18915716799591e-11\t3.36899949777997e-09\t12
ARPP19\t0.934336238198811\t1.21221660552998e-11\t3.38663014169937e-09\t12
SAR1B\t-1.63894978499724\t1.39953056634379e-11\t3.85637771808293e-09\t12
WRAP73\t-1.25321064626977\t1.59822798746144e-11\t4.25663353471665e-09\t12
RP11-731F5.1\t-1.3813868627523\t1.5984774245404e-11\t4.25663353471665e-09\t12
SYNC\t1.42045238281093\t1.60827317245073e-11\t4.25663353471665e-09\t12
AC009292.1\t-1.2127060045371\t2.12765497409247e-11\t5.55815322128182e-09\t12
SEM1\t1.15497459266257\t2.26108670344021e-11\t5.83099474867946e-09\t12
SOX15\t-0.95457239730016\t2.3782238863839e-11\t5.99978122613079e-09\t12
ALG3\t-1.04900446821041\t2.38619188710148e-11\t5.99978122613079e-09\t12
AC084809.2\t1.04450388743539\t2.43994187555813e-11\t6.05918899096936e-09\t12
TARS2\t-1.82679918876424\t3.27895781729307e-11\t8.04344347498173e-09\t12
SVOPL\t-0.927402701589525\t3.63460857251161e-11\t8.80845198024952e-09\t12
CUL3\t1.02714079213644\t4.13099244760284e-11\t9.82071331264504e-09\t12
PPP1CB\t1.32404393761997\t4.14994099714058e-11\t9.82071331264504e-09\t12
EIF2S1\t0.680891517069317\t4.38460873388751e-11\t1.02477483834081e-08\t12
C6orf62\t1.3582159183591\t4.43228490855832e-11\t1.02477483834081e-08\t12
SF3B4\t-0.772817109906104\t5.29325899908297e-11\t1.20993073598357e-08\t12
USB1\t-1.23864834570493\t5.66454101396244e-11\t1.28024991568376e-08\t12
SEC22B\t1.25244431489468\t6.10251090522141e-11\t1.35331558799347e-08\t12
YWHAE\t1.01940727518746\t6.1223822275618e-11\t1.35331558799347e-08\t12
SP2\t-1.28767566531514\t6.83433899280592e-11\t1.49426879174229e-08\t12
PPA1\t1.0333540726063\t7.82127608801505e-11\t1.69166632806906e-08\t12
CNTD2\t-1.14387832702831\t8.08823712019344e-11\t1.73079669864565e-08\t12
RGS19\t-1.59563048973367\t9.32343684789343e-11\t1.97022503565828e-08\t12
KEAP1\t-2.10947564864943\t9.47487359397958e-11\t1.97022503565828e-08\t12
LINC02553\t0.809948547208355\t9.50096089778041e-11\t1.97022503565828e-08\t12
DCUN1D1\t1.051861600383\t1.17033194768128e-10\t2.40216603342948e-08\t12
PDRG1\t0.621119050581884\t1.18361195039346e-10\t2.4048842810267e-08\t12
KIAA0355\t-1.23861874877987\t1.21266742554097e-10\t2.43791076454157e-08\t12
TUBB8P11\t-1.98230335790875\t1.22410632472632e-10\t2.43791076454157e-08\t12
ZC3H18\t-1.5045445978952\t1.33759508881491e-10\t2.63781619720705e-08\t12
ZFAND6\t0.624069217192891\t1.39924307084295e-10\t2.73259945339864e-08\t12
PRPF39\t1.36933592858329\t1.44700484898505e-10\t2.79870216705138e-08\t12
AC022166.1\t1.09812669183882\t1.71282044567415e-10\t3.28127459664148e-08\t12
RIOX1\t1.6689206471177\t1.7314702388176e-10\t3.28570979752982e-08\t12
NFKB1\t0.924074122038085\t2.16906904846568e-10\t4.07764709438197e-08\t12
FAM184B\t-1.87027853987307\t2.24520013180734e-10\t4.18168524549117e-08\t12
MPHOSPH6\t0.532258779743178\t2.47955878016798e-10\t4.56842153262026e-08\t12
WDR26\t0.860061813144329\t2.49826680879059e-10\t4.56842153262026e-08\t12
AC066613.2\t1.26484508092439\t3.05048261794804e-10\t5.52796917657882e-08\t12
AL691442.1\t-1.9078503826521\t3.49077302617787e-10\t6.26936601978285e-08\t12
DMXL1\t0.741190271812148\t3.52306423978441e-10\t6.27136612241269e-08\t12
CRISPLD1\t0.806878685498355\t4.33310504532336e-10\t7.64564982339293e-08\t12
TUBB8P12\t-1.72185563826286\t4.47016382915219e-10\t7.80756835419264e-08\t12
VEPH1\t1.03917927109627\t4.50250026888564e-10\t7.80756835419264e-08\t12
AP000781.2\t-1.21182828248353\t5.47888086362677e-10\t9.38588026467666e-08\t12
AC068768.1\t1.24572423190352\t5.50600979981032e-10\t9.38588026467666e-08\t12
FCHO1\t-2.48134071705047\t5.73779810751528e-10\t9.6988074733336e-08\t12
AC093423.3\t-1.49354644006151\t6.193389074579e-10\t1.0381668436263e-07\t12
GLRX\t0.596881651506928\t7.14111620588617e-10\t1.18713679736694e-07\t12
AL109811.4\t-0.757771443252661\t7.43726328810891e-10\t1.22623402492058e-07\t12
CMC1\t1.05917985320601\t7.70337133688225e-10\t1.25978304423891e-07\t12
RPS6KA3\t0.928162618376464\t8.16836667603699e-10\t1.32505399748777e-07\t12
DIS3L2\t-1.22503473615729\t8.2769918911817e-10\t1.32667817418997e-07\t12
MAGEB1\t-5.97192928665436\t8.31028833944502e-10\t1.32667817418997e-07\t12
ZBTB11-AS1\t-1.12860096291184\t8.48176275478356e-10\t1.34339100639741e-07\t12
LSM3\t1.04108604581306\t9.34543642676251e-10\t1.46862073222131e-07\t12
ZNF107\t-0.923824775556606\t1.01155712521714e-09\t1.57732337780952e-07\t12
UBE2F\t0.95399490501741\t1.03047655874545e-09\t1.59446430608959e-07\t12
PSPH\t2.86495286771576\t1.20319557519221e-09\t1.84750221335811e-07\t12
RPL39L\t1.1327441225743\t1.23776286322056e-09\t1.88618181770315e-07\t12
TRAIP\t-1.1280661523254\t1.25633600639259e-09\t1.89024544334858e-07\t12
GRM4\t-1.92698045813205\t1.25922390956356e-09\t1.89024544334858e-07\t12
AL390957.1\t1.01335654914008\t1.35279444879762e-09\t2.01566372870845e-07\t12
EIF4E\t0.969369066620445\t1.49981530830159e-09\t2.21829300930047e-07\t12
MT1G\t-2.10201686881609\t1.79264264974387e-09\t2.63204429924073e-07\t12
TP53INP1\t1.3282521261988\t2.04307048969721e-09\t2.977997311613e-07\t12
STK38\t-0.640493943710071\t2.12849736503311e-09\t3.08019600702453e-07\t12
CA10\t0.883151981342412\t2.23297734268075e-09\t3.20830994628737e-07\t12
LAMTOR5\t0.98635279118756\t2.27991408522315e-09\t3.25251573221728e-07\t12
AC011603.4\t-4.56423155513217\t2.44857250071383e-09\t3.46852365153934e-07\t12
LINC02240\t1.39349226748696\t2.67723166905145e-09\t3.74432681970702e-07\t12
TYW1\t-0.833742774464556\t2.70217306232461e-09\t3.74432681970702e-07\t12
BCKDK\t-1.50472129330059\t2.70789109228953e-09\t3.74432681970702e-07\t12
COX7B\t1.24733327763978\t2.7350536586655e-09\t3.74432681970702e-07\t12
WBP2\t-1.16164831117949\t2.73634622170983e-09\t3.74432681970702e-07\t12
BAALC\t0.963942862554176\t2.78419293716534e-09\t3.78405681966762e-07\t12
KCTD13\t-1.53333920567636\t2.88560919454916e-09\t3.89557241264137e-07\t12
TIPRL\t0.592208689783809\t2.94041532897537e-09\t3.91213996742161e-07\t12
TVP23B\t0.862018753306549\t2.95393674536017e-09\t3.91213996742161e-07\t12
MEGF11\t0.938141928961263\t2.95622806387315e-09\t3.91213996742161e-07\t12
TIGD6\t-1.18205628870067\t3.04272120990211e-09\t4.00028347301836e-07\t12
SNRNP25\t0.872538939277797\t3.17385710010146e-09\t4.14559321873642e-07\t12
ETV5\t0.871829811832314\t3.3480199830202e-09\t4.34486593280331e-07\t12
SRP14\t1.17560587150179\t3.57171284237479e-09\t4.60544896310057e-07\t12
CERS2\t-0.738136652281287\t3.66457762611766e-09\t4.69509420059596e-07\t12
SPATA16\t1.26857313840554\t3.95744085138533e-09\t5.03822295731747e-07\t12
RRAS2\t0.976199947156524\t4.04106952753934e-09\t5.11233418531156e-07\t12
LAMP3\t-2.18074090455168\t4.22366225415828e-09\t5.30993539014962e-07\t12
TMEM255B\t-1.23271336260172\t4.30905383725065e-09\t5.38364086560849e-07\t12
NCAPD2P1\t-0.844629880071039\t4.35372364189251e-09\t5.40587352201654e-07\t12
TARDBP\t-0.594374536718811\t4.55033444815341e-09\t5.61533603831937e-07\t12
ANXA7\t0.69718127524288\t4.78555554892015e-09\t5.86960060161762e-07\t12
SCARB1\t-2.66235534338269\t4.98424982600341e-09\t6.07625365151871e-07\t12
CTNND1\t-0.848186030191007\t5.12194782384895e-09\t6.18389884593925e-07\t12
ATP5MF\t0.887930145135001\t5.13403483605197e-09\t6.18389884593925e-07\t12
LSM5\t1.46667933663409\t5.25258523250655e-09\t6.28903285427793e-07\t12
SF3B5\t0.666746241157253\t5.3318666225717e-09\t6.34618326112602e-07\t12
THAP12\t0.88836586544531\t5.79405981596753e-09\t6.85573607048159e-07\t12
PAF1\t-0.905588838485131\t5.91367351266078e-09\t6.95634752673518e-07\t12
LINC00520\t-4.2169285275723\t6.19651560254894e-09\t7.24668089216697e-07\t12
BIRC5\t0.756862769714475\t6.32037737466155e-09\t7.34880872204145e-07\t12
LINC02408\t1.44664467340101\t7.10916979065802e-09\t8.21844542178655e-07\t12
CNOT3\t-1.09569958849502\t7.53191000385091e-09\t8.65739255585491e-07\t12
ABCC6P1\t-1.6593616739308\t7.84594908948268e-09\t8.96711738266728e-07\t12
LINC01812\t1.96026285184802\t7.94495441256548e-09\t9.02896937902568e-07\t12
SMARCC2\t-1.1490602944962\t8.70662057933043e-09\t9.80216118275233e-07\t12
EVC2\t-1.222889027176\t8.72277828343359e-09\t9.80216118275233e-07\t12
AC008149.1\t-1.8802434655393\t8.95212142649814e-09\t1.00039956941117e-06\t12
ATXN2\t-0.886169071018871\t9.04013958321348e-09\t1.00465418627812e-06\t12
UGCG\t0.907736746892768\t9.18119948457294e-09\t1.01472432764937e-06\t12
SNRPC\t0.615668090804058\t9.61411751233547e-09\t1.05676488393786e-06\t12
AC138627.1\t0.913411283339787\t9.73380943394574e-09\t1.05864797995221e-06\t12
ATP5IF1\t1.16351214905184\t9.73650888844933e-09\t1.05864797995221e-06\t12
WFDC2\t-0.574708321385004\t1.04009475419982e-08\t1.12481214950158e-06\t12
AL355981.1\t1.08820560679885\t1.10018538178926e-08\t1.18343470345941e-06\t12
RNF139\t1.02200414744235\t1.20513473276991e-08\t1.28943006115249e-06\t12
CKLF-CMTM1\t1.04371768113778\t1.22289455697044e-08\t1.30150920706139e-06\t12
POLR2K\t0.784076853180893\t1.28053815951535e-08\t1.34881684085653e-06\t12
GMFB\t0.601387395162304\t1.28539397273287e-08\t1.34881684085653e-06\t12
LINC02263\t1.28046216956698\t1.28746126494882e-08\t1.34881684085653e-06\t12
UBN1\t-1.02010248644337\t1.30301298433698e-08\t1.35803658963411e-06\t12
AC002074.1\t1.47790610237628\t1.32974013261426e-08\t1.37874859626474e-06\t12
NDUFA2\t0.914827494540054\t1.37074514550737e-08\t1.41397633855799e-06\t12
AC010976.1\t-1.61748116345759\t1.48706302523235e-08\t1.52613636492596e-06\t12
TUBB7P\t-1.79571993456416\t1.53770286042631e-08\t1.57009609327286e-06\t12
YWHAH\t0.829228429618644\t1.55457229216206e-08\t1.57930412408282e-06\t12
ZBTB49\t-0.844860647135721\t1.60772850401178e-08\t1.62509843508527e-06\t12
MAP3K7CL\t0.619706349559838\t1.62041201868556e-08\t1.629729387793e-06\t12
ZSWIM3\t-2.19446002431165\t1.7504518993561e-08\t1.75175820674368e-06\t12
SNRPG\t1.16477856538541\t1.7830047516662e-08\t1.77550200889929e-06\t12
CALHM6\t-3.80269093649001\t1.89097094610975e-08\t1.87373795965506e-06\t12
GDI2\t0.591683534917795\t1.95923205397737e-08\t1.93186042969387e-06\t12
PLPPR1\t1.31448824134434\t2.09057285900031e-08\t2.05131088091665e-06\t12
RP11-395B7.2\t-1.6684654814595\t2.10683541251463e-08\t2.05723273411319e-06\t12
CKLF\t1.01420012154344\t2.11815368535645e-08\t2.05829282033551e-06\t12
PAXIP1-AS1\t-2.40272266710621\t2.14602836714713e-08\t2.0753538752483e-06\t12
SHOC2\t1.09007067154802\t2.33121735411286e-08\t2.24365727645839e-06\t12
AC008622.2\t-2.29472354984532\t2.39982238023356e-08\t2.29868700849515e-06\t12
AC022167.5\t-1.43592398164155\t2.45776003689016e-08\t2.34277195337294e-06\t12
ADD3-AS1\t-1.84601547660845\t2.48509263663825e-08\t2.34277195337294e-06\t12
IKZF5\t1.20733040688385\t2.4870765261778e-08\t2.34277195337294e-06\t12
ACCSL\t-1.15391877630628\t2.4924344917813e-08\t2.34277195337294e-06\t12
HNRNPA1P10\t-2.19294608210757\t2.50612618100245e-08\t2.34468502934253e-06\t12
SLC38A7\t-1.3447013863826\t2.63737507799609e-08\t2.45605554138386e-06\t12
RWDD1\t0.650606144603782\t2.70665063663601e-08\t2.50895288276191e-06\t12
TMEM50A\t0.950647822789259\t2.81272074187337e-08\t2.58516680474968e-06\t12
IFT20\t1.01243798701095\t2.81457385155446e-08\t2.58516680474968e-06\t12
CCDC137\t-1.50492843009595\t2.84788563501604e-08\t2.60387361583398e-06\t12
TMX2-CTNND1\t-0.764090593961839\t2.950487503411e-08\t2.68547765299151e-06\t12
CCDC126\t0.712408920309044\t3.05554910334118e-08\t2.7685752348517e-06\t12
AKAP8L\t-1.21086301543199\t3.0917976651752e-08\t2.78885695224211e-06\t12
MRPS23\t0.652445155940988\t3.12024895824641e-08\t2.80195570513958e-06\t12
SPOPL\t1.45167700516231\t3.32308259180498e-08\t2.97083583707366e-06\t12
TMEM232\t1.43683331840882\t3.40736539339606e-08\t3.03270596850274e-06\t12
DCAF4L2\t0.921924861047772\t3.56880737259094e-08\t3.16240353743026e-06\t12
PPDPF\t-1.57455141540671\t3.59440806810107e-08\t3.17111922323917e-06\t12
RPL15P3\t0.814089849322937\t3.81136912246192e-08\t3.34784672045072e-06\t12
NELFCD\t-0.9834883109023\t3.94912372321998e-08\t3.44311197953347e-06\t12
TRAPPC2B\t1.39848022916152\t3.95405849998624e-08\t3.44311197953347e-06\t12
PPP2R3C\t0.905406916401449\t4.02605929193629e-08\t3.49069752833183e-06\t12
CASTOR1\t-1.52461443878701\t4.1644039135307e-08\t3.59514955882704e-06\t12
PAPOLA\t0.507955626730978\t4.23304336989401e-08\t3.63878920450505e-06\t12
NWD2\t-1.49294002553396\t4.34422564937236e-08\t3.71847229519681e-06\t12
AL136442.1\t2.11823310594327\t4.43677256272592e-08\t3.78159661437423e-06\t12
HNRNPF\t-0.67691213924267\t4.60227301684897e-08\t3.90610640227498e-06\t12
RPS27L\t0.897472032166285\t4.76630168292984e-08\t4.02832598118209e-06\t12
Z84488.2\t-3.54059549542821\t4.97829338391497e-08\t4.18989001746651e-06\t12
FP565260.6\t1.12363122683889\t5.48685891389718e-08\t4.59155403774164e-06\t12
CDK2AP1\t0.954761139075746\t5.50119076855947e-08\t4.59155403774164e-06\t12
TMEM109\t-1.09288962225107\t5.55856228846983e-08\t4.62026778646986e-06\t12
AC005062.1\t0.892643102738269\t5.71380842249215e-08\t4.7297636386185e-06\t12
PRPF31\t-1.03751564222005\t5.77567889739021e-08\t4.75644970315447e-06\t12
RANBP9\t0.843211941162397\t5.79333918604447e-08\t4.75644970315447e-06\t12
ATP5MF-PTCD1\t0.821849859326869\t5.92356701953921e-08\t4.84359961780614e-06\t12
APCDD1L-DT\t0.621705388384053\t6.00547345561502e-08\t4.89069224938041e-06\t12
DDX42\t-0.774235913034716\t6.07428343436121e-08\t4.92678271299095e-06\t12
SIMC1\t-1.17540469425957\t6.29355090348715e-08\t5.08412756721462e-06\t12
UGP2\t0.459940105689049\t6.42851049144022e-08\t5.1723795414128e-06\t12
AC009088.2\t-1.8491364447085\t6.620560266952e-08\t5.30568007050755e-06\t12
PRPF6\t-0.890912254345809\t6.65020788486461e-08\t5.30829093666872e-06\t12
TTC12\t1.14207090996469\t6.67762899218399e-08\t5.30911095564351e-06\t12
ATP6V1F\t0.888487667185324\t6.75044760883189e-08\t5.34587612801785e-06\t12
RBBP4\t0.53602089202952\t6.90946700843451e-08\t5.45035015194746e-06\t12
SLC39A3\t-1.19933728848496\t7.03517486209125e-08\t5.52783368558459e-06\t12
NIF3L1\t0.796005662956741\t7.10580867102101e-08\t5.56160861547034e-06\t12
LAMTOR5-AS1\t0.967929842088269\t7.60350659744921e-08\t5.92808275998802e-06\t12
AATF\t-0.951434037492818\t8.09930466943648e-08\t6.29025148361833e-06\t12
SERPINB5\t0.994864634988178\t8.22587501520541e-08\t6.36292443369742e-06\t12
PRRC2C\t-1.56159432837453\t8.25614356050224e-08\t6.36292443369742e-06\t12
STX16-NPEPL1\t-1.37330480689162\t8.68212144959213e-08\t6.66568217399029e-06\t12
AL441992.1\t0.759949032391894\t8.72565145935554e-08\t6.67363038421812e-06\t12
AC012173.1\t-1.18011239533748\t8.81552683607988e-08\t6.71683039044495e-06\t12
BLCAP\t-0.517022386442237\t8.91012906675083e-08\t6.76329230859219e-06\t12
STXBP6\t0.75744288421447\t9.17872610555785e-08\t6.94098028621414e-06\t12
SIPA1L1\t-0.536919233771266\t9.24770420446643e-08\t6.95627773585394e-06\t12
MRPS15\t0.671090344280025\t9.28890555489464e-08\t6.95627773585394e-06\t12
MTMR2\t0.544821309097035\t9.30270301240223e-08\t6.95627773585394e-06\t12
TXNL4B\t0.894712166997626\t9.38728915411637e-08\t6.9935304198167e-06\t12
UBL5\t0.845749690953771\t1.00096834243871e-07\t7.42969675577665e-06\t12
FIGLA\t0.61722548440002\t1.03250865434154e-07\t7.60673750686227e-06\t12
RAB4A\t0.819547445668346\t1.03673928118892e-07\t7.60673750686227e-06\t12
TMEM123\t0.584524263050541\t1.03841315244593e-07\t7.60673750686227e-06\t12
U47924.2\t0.802990155077006\t1.04044577990509e-07\t7.60673750686227e-06\t12
KIAA1551\t-1.47514170575994\t1.04513659926547e-07\t7.60673750686227e-06\t12
WSB2\t1.68825096426871\t1.04750996241653e-07\t7.60673750686227e-06\t12
NIT2\t0.712352484980001\t1.07485444017188e-07\t7.77722915973288e-06\t12
MUC3A\t-1.57779061346996\t1.09801309066315e-07\t7.91632018591015e-06\t12
CELA2A\t-1.33696563708169\t1.1448390879236e-07\t8.20062323753113e-06\t12
OTUB1\t0.75202750366817\t1.1456003627871e-07\t8.20062323753113e-06\t12
CETN4P\t2.48400492094645\t1.17153204505362e-07\t8.35651315115374e-06\t12
TEX30\t0.762143182188223\t1.17958850848366e-07\t8.38424835623633e-06\t12
VPS29\t0.891239818803651\t1.19138247303066e-07\t8.43826001584919e-06\t12
SKOR1\t-1.0293329461408\t1.26637444073213e-07\t8.93793750011469e-06\t12
PPP1R2\t0.838668219622851\t1.27608395923176e-07\t8.97497511886257e-06\t12
ELOVL2\t0.686425142723729\t1.28362492956487e-07\t8.99655590877956e-06\t12
PIGK\t1.03888011421933\t1.30049223745501e-07\t9.0831254709748e-06\t12
UBE2U\t1.47145613838056\t1.32276638133398e-07\t9.20672863686261e-06\t12
CFTR\t0.993095948693383\t1.35748043912335e-07\t9.41576518378141e-06\t12
DLEU1\t0.840600726018692\t1.41296860286433e-07\t9.76696338371682e-06\t12
LRRC2\t-1.15797642763507\t1.43138519448819e-07\t9.86038122846919e-06\t12
MFSD2A\t-0.869385284026685\t1.44957103651856e-07\t9.93781519436946e-06\t12
ABRAXAS1\t0.721723252389492\t1.45250691878927e-07\t9.93781519436946e-06\t12
UTS2B\t1.23381561450457\t1.48009432794458e-07\t1.00922364090187e-05\t12
TPD52\t0.59990462976872\t1.50613719079366e-07\t1.02351181056806e-05\t12
RCC1\t-1.04793809505924\t1.58560366593773e-07\t1.07388611920328e-05\t12
UCHL3\t1.01999753812997\t1.59615524464753e-07\t1.07740479013709e-05\t12
CDC42SE2\t0.92705263125789\t1.61228874852141e-07\t1.08465512296014e-05\t12
NOSTRIN\t0.628825747906599\t1.62558279350805e-07\t1.08995326304715e-05\t12
NDEL1\t-0.955264764601021\t1.68011687709357e-07\t1.12277578015738e-05\t12
GPATCH1\t-1.96267034488826\t1.72053826986245e-07\t1.14598103636699e-05\t12
ASF1A\t1.0272338764322\t1.75636833850013e-07\t1.16598511976667e-05\t12
GDF9\t0.926808121637552\t1.76316093845845e-07\t1.1666441538517e-05\t12
AC125257.1\t1.07349722773783\t1.79444390975061e-07\t1.18345046703716e-05\t12
AC008056.1\t1.25330265392953\t1.82532721106544e-07\t1.19723759242047e-05\t12
TNRC6A\t-1.04132242831009\t1.82725299961762e-07\t1.19723759242047e-05\t12
AC090004.1\t-1.05973850923425\t1.92643306001027e-07\t1.2581234091593e-05\t12
DMTN\t-1.85265114870067\t1.98727688535793e-07\t1.29365937051698e-05\t12
ATP6V1C1\t0.520577599146451\t2.00649930110561e-07\t1.30195914328192e-05\t12
PYURF\t0.848335466703998\t2.03130979014511e-07\t1.31381982086074e-05\t12
CTU2\t-1.3588533023648\t2.11101391822713e-07\t1.36099503093393e-05\t12
NEFH\t-0.934273698023588\t2.13946179497266e-07\t1.37492888197684e-05\t12
CXorf67\t-1.22683787432079\t2.16671746126627e-07\t1.3880102462857e-05\t12
C12orf57\t0.789457934196644\t2.1872958685791e-07\t1.39674464750694e-05\t12
AASS\t-2.97233226582429\t2.26458320942779e-07\t1.44152187524177e-05\t12
AL137247.1\t0.928821799087007\t2.41558515538833e-07\t1.53279165301692e-05\t12
GRB7\t-1.33708676674662\t2.49247054875466e-07\t1.57660519145283e-05\t12
ATP6V0E1\t0.84057256363628\t2.51375120823157e-07\t1.58508167879555e-05\t12
AC012184.4\t-1.35488321150621\t2.59885254726672e-07\t1.63362246838344e-05\t12
AC093525.7\t2.09676929811229\t2.66912393685467e-07\t1.67256785015052e-05\t12
VCPIP1\t0.770639784368905\t2.70227751285102e-07\t1.68067835414032e-05\t12
PRELID3B\t1.0132911055341\t2.70447781223133e-07\t1.68067835414032e-05\t12
APH1A\t-1.05468629124837\t2.70713291942065e-07\t1.68067835414032e-05\t12
KCTD2\t0.704160402251844\t2.73041740530727e-07\t1.6899183417771e-05\t12
AC009087.1\t1.17447149387159\t2.79657994387999e-07\t1.72555845310264e-05\t12
